1 	 -19.617352578450635 
2 	 -19.620949729689105 
3 	 -19.610787701409805 
4 	 -19.617447962955374 
5 	 -19.617440334688908 
6 	 -19.617260983365483 
7 	 -19.67250891445489 
8 	 -19.676585507043967 
9 	 -19.666379316772094 
10 	 -19.6725116938389 
11 	 -19.672511502603932 
12 	 -19.672505839177 
13 	 -19.726008304082793 
14 	 -19.730517824624005 
15 	 -19.7202856929897 
16 	 -19.725937610743596 
17 	 -19.725941015663174 
18 	 -19.726098432527188 
19 	 -19.778585135984706 
20 	 -19.783481457199954 
21 	 -19.77324196563192 
22 	 -19.778458270055143 
23 	 -19.778460292427233 
24 	 -19.7787718341995 
25 	 -19.83077282509246 
26 	 -19.836009897438863 
27 	 -19.825782458107888 
28 	 -19.83060540754795 
29 	 -19.83060025514969 
30 	 -19.831058219778015 
31 	 -19.88292370568574 
32 	 -19.888455322965314 
33 	 -19.878260503324398 
34 	 -19.882729789710396 
35 	 -19.88271115600462 
36 	 -19.883308735563272 
37 	 -19.935228004110215 
38 	 -19.941007694002323 
39 	 -19.93086738654613 
40 	 -19.93502015146262 
41 	 -19.93498149555644 
42 	 -19.93571245993647 
43 	 -19.987732842915094 
44 	 -19.993713911246232 
45 	 -19.98365134343242 
46 	 -19.987522174312076 
47 	 -19.98745698320371 
48 	 -19.98831540916353 
49 	 -20.040362165814447 
50 	 -20.04649790371617 
51 	 -20.03653748933687 
52 	 -20.040158395187987 
53 	 -20.04006042616622 
54 	 -20.041040474003765 
55 	 -20.092938148830562 
56 	 -20.099182194047103 
57 	 -20.08934923586425 
58 	 -20.092749611145017 
59 	 -20.09261310949703 
60 	 -20.093708849283132 
61 	 -20.14520418938509 
62 	 -20.15151101710629 
63 	 -20.141831280585606 
64 	 -20.145037870731926 
65 	 -20.144857756455597 
66 	 -20.14606304490071 
67 	 -20.19684904955418 
68 	 -20.20317455521853 
69 	 -20.19367374327084 
70 	 -20.196710626644105 
71 	 -20.19648264373325 
72 	 -20.19779105125778 
73 	 -20.24753127528408 
74 	 -20.253833402990217 
75 	 -20.244536570044144 
76 	 -20.247425169403343 
77 	 -20.247145992440153 
78 	 -20.24855077796214 
79 	 -20.296902706976756 
80 	 -20.303142073444924 
81 	 -20.294073022288234 
82 	 -20.29683215513934 
83 	 -20.29649945015895 
84 	 -20.297993578797662 
85 	 -20.344629794708577 
86 	 -20.35077026056425 
87 	 -20.34195096610953 
88 	 -20.344596938391025 
89 	 -20.344209377852984 
90 	 -20.34578557455863 
91 	 -20.39041154701474 
92 	 -20.396420694115378 
93 	 -20.387870794254496 
94 	 -20.390417536699704 
95 	 -20.38997477148481 
96 	 -20.391625601888027 
97 	 -20.433993244420602 
98 	 -20.43984272885407 
99 	 -20.43157911446179 
100 	 -20.434038356470772 
101 	 -20.43354095058138 
102 	 -20.435258919420356 
103 	 -20.475175470938808 
104 	 -20.48084123446765 
105 	 -20.472877759673707 
106 	 -20.47525923217833 
107 	 -20.474708567918594 
108 	 -20.476486225359537 
109 	 -20.51381847441685 
110 	 -20.51928081058629 
111 	 -20.51162813237215 
112 	 -20.513939789310434 
113 	 -20.513337951887937 
114 	 -20.515167998881562 
115 	 -20.549842279174015 
116 	 -20.555085762340074 
117 	 -20.547751307024082 
118 	 -20.54999955460635 
119 	 -20.5493492052928 
120 	 -20.55122459062131 
121 	 -20.583223282390065 
122 	 -20.588236577289848 
123 	 -20.58122462191367 
124 	 -20.58341454565841 
125 	 -20.582718791987936 
126 	 -20.584632795587385 
127 	 -20.613988239810123 
128 	 -20.618763815353258 
129 	 -20.612075665203125 
130 	 -20.614211246390422 
131 	 -20.61347351655819 
132 	 -20.615419815771684 
133 	 -20.642206587156707 
134 	 -20.6467403608352 
135 	 -20.640374600611995 
136 	 -20.642458915891773 
137 	 -20.641682842844684 
138 	 -20.64365556020602 
139 	 -20.66798197459408 
140 	 -20.672272913737423 
141 	 -20.666225708943536 
142 	 -20.668261109061202 
143 	 -20.667450427986097 
144 	 -20.66944416076819 
145 	 -20.691443748475884 
146 	 -20.695493452209696 
147 	 -20.689758878640788 
148 	 -20.69174714426638 
149 	 -20.690905605504824 
150 	 -20.692915438509708 
151 	 -20.712738934777775 
152 	 -20.71655121678878 
153 	 -20.71112159886429 
154 	 -20.713064073206198 
155 	 -20.71219537120408 
156 	 -20.714216875065386 
157 	 -20.732025094208094 
158 	 -20.73560558204319 
159 	 -20.730471824391913 
160 	 -20.7323695235475 
161 	 -20.73147724133633 
162 	 -20.733506459027662 
163 	 -20.749464252951842 
164 	 -20.752820015136205 
165 	 -20.74797191577877 
166 	 -20.74982561863773 
167 	 -20.748913186592517 
168 	 -20.7509466109186 
169 	 -20.765217977929645 
170 	 -20.76835718614898 
171 	 -20.763783723338545 
172 	 -20.76559404334419 
173 	 -20.764664710489043 
174 	 -20.766699255204603 
175 	 -20.779443566024753 
176 	 -20.78237519616375 
177 	 -20.778064784222707 
178 	 -20.77983222550276 
179 	 -20.778889041436138 
180 	 -20.780922008335654 
181 	 -20.792291251117632 
182 	 -20.795024824230246 
183 	 -20.79096553636455 
184 	 -20.792690536722507 
185 	 -20.791736342213365 
186 	 -20.793765386169333 
187 	 -20.80390229600735 
188 	 -20.80644765827239 
189 	 -20.80262741637977 
190 	 -20.804310379482907 
191 	 -20.803347803902078 
192 	 -20.80537089743764 
193 	 -20.8144078218259 
194 	 -20.816774961152657 
195 	 -20.813181694085625 
196 	 -20.814823012943464 
197 	 -20.813854476889286 
198 	 -20.81586987548268 
199 	 -20.82392822866766 
200 	 -20.82612712476282 
201 	 -20.822748897442025 
202 	 -20.824348970990002 
203 	 -20.823376692693298 
204 	 -20.825382901687224 
205 	 -20.832573072378025 
206 	 -20.83461357664394 
207 	 -20.83143869296107 
208 	 -20.83299793728044 
209 	 -20.832023941616445 
210 	 -20.834019685301936 
211 	 -20.840441279022915 
212 	 -20.842333020526226 
213 	 -20.839350103190547 
214 	 -20.840868958624746 
215 	 -20.83989508778665 
216 	 -20.84187928100798 
217 	 -20.847621597309868 
218 	 -20.849373911149744 
219 	 -20.846571961642496 
220 	 -20.848050896832312 
221 	 -20.84707882192712 
222 	 -20.849050544364008 
223 	 -20.854193207920815 
224 	 -20.855815082543163 
225 	 -20.85318352420344 
226 	 -20.85462303784715 
227 	 -20.85365427085425 
228 	 -20.855612744004866 
229 	 -20.860226425941338 
230 	 -20.861726466261313 
231 	 -20.85925517327967 
232 	 -20.860655794254107 
233 	 -20.859691699936533 
234 	 -20.86163626672479 
235 	 -20.86578344771286 
236 	 -20.867169851243975 
237 	 -20.864849166065287 
238 	 -20.866211452398154 
239 	 -20.865253259873647 
240 	 -20.867183366742385 
241 	 -20.870919106176895 
242 	 -20.872199649724298 
243 	 -20.87002039105779 
244 	 -20.871344928117185 
245 	 -20.870393741902202 
246 	 -20.872308923205352 
247 	 -20.87568160919063 
248 	 -20.876863644001247 
249 	 -20.87481710733334 
250 	 -20.87610450551982 
251 	 -20.87516131592006 
252 	 -20.87706118041795 
253 	 -20.880113243564846 
254 	 -20.88120369714517 
255 	 -20.879281649376207 
256 	 -20.880532541518658 
257 	 -20.87959823430713 
258 	 -20.881482453548788 
